,filename,count,count1,blob_hog_count
232,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-33_Flatbush_Ave__Willoughby.jpg,232,5,0
233,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-52_Flatbush_Ave__Willoughby.jpg,233,6,1
234,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-40_Flatbush_Ave__Willoughby.jpg,234,5,2
235,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-52_Flatbush_Ave__Willoughby.jpg,235,5,4
236,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-56_Flatbush_Ave__Willoughby.jpg,236,4,1
237,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-08_Flatbush_Ave__Willoughby.jpg,237,4,1
238,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-07_Flatbush_Ave__Willoughby.jpg,238,4,4
239,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-11_Flatbush_Ave__Willoughby.jpg,239,4,0
240,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-17_Flatbush_Ave__Willoughby.jpg,240,4,3
241,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-15_Flatbush_Ave__Willoughby.jpg,241,3,4
242,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-28_Flatbush_Ave__Willoughby.jpg,242,4,1
243,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-49_Flatbush_Ave__Willoughby.jpg,243,3,2
244,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-51_Flatbush_Ave__Willoughby.jpg,244,4,0
245,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-02_Flatbush_Ave__Willoughby.jpg,245,3,0
246,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-26_Flatbush_Ave__Willoughby.jpg,246,3,1
247,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-20_Flatbush_Ave__Willoughby.jpg,247,4,3
248,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-17_Flatbush_Ave__Willoughby.jpg,248,4,4
249,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-40_Flatbush_Ave__Willoughby.jpg,249,4,3
250,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-29_Flatbush_Ave__Willoughby.jpg,250,4,2
251,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-04_Flatbush_Ave__Willoughby.jpg,251,4,2
252,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-07_Flatbush_Ave__Willoughby.jpg,252,4,0
253,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-54_Flatbush_Ave__Willoughby.jpg,253,4,3
254,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-45_Flatbush_Ave__Willoughby.jpg,254,3,0
255,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-36_Flatbush_Ave__Willoughby.jpg,255,3,3
256,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-26_Flatbush_Ave__Willoughby.jpg,256,4,0
257,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-18_Flatbush_Ave__Willoughby.jpg,257,4,2
258,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-21_Flatbush_Ave__Willoughby.jpg,258,4,0
259,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-44_Flatbush_Ave__Willoughby.jpg,259,6,1
260,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-26_Flatbush_Ave__Willoughby.jpg,260,6,0
261,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-38_Flatbush_Ave__Willoughby.jpg,261,7,1
262,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-52_Flatbush_Ave__Willoughby.jpg,262,6,2
263,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-10_Flatbush_Ave__Willoughby.jpg,263,7,0
264,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-53_Flatbush_Ave__Willoughby.jpg,264,8,2
265,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-30_Flatbush_Ave__Willoughby.jpg,265,7,2
266,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-02_Flatbush_Ave__Willoughby.jpg,266,7,0
267,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-53_Flatbush_Ave__Willoughby.jpg,267,7,3
268,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-58_Flatbush_Ave__Willoughby.jpg,268,7,3
269,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-16_Flatbush_Ave__Willoughby.jpg,269,8,2
270,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-09_Flatbush_Ave__Willoughby.jpg,270,7,2
271,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-59_Flatbush_Ave__Willoughby.jpg,271,6,1
272,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-58_Flatbush_Ave__Willoughby.jpg,272,5,1
273,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-52_Flatbush_Ave__Willoughby.jpg,273,6,2
274,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-05_Flatbush_Ave__Willoughby.jpg,274,7,2
275,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-39_Flatbush_Ave__Willoughby.jpg,275,7,3
276,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-42_Flatbush_Ave__Willoughby.jpg,276,7,2
277,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-16_Flatbush_Ave__Willoughby.jpg,277,6,3
278,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-20_Flatbush_Ave__Willoughby.jpg,278,6,2
279,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-48_Flatbush_Ave__Willoughby.jpg,279,6,2
280,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-49_Flatbush_Ave__Willoughby.jpg,280,5,1
281,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-40_Flatbush_Ave__Willoughby.jpg,281,5,2
282,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-19_Flatbush_Ave__Willoughby.jpg,282,6,3
283,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-58_Flatbush_Ave__Willoughby.jpg,283,7,1
284,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-14_Flatbush_Ave__Willoughby.jpg,284,7,2
285,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-19_Flatbush_Ave__Willoughby.jpg,285,7,3
286,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-51_Flatbush_Ave__Willoughby.jpg,286,7,3
287,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-22_Flatbush_Ave__Willoughby.jpg,287,7,3
288,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-54_Flatbush_Ave__Willoughby.jpg,288,7,2
289,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-45_Flatbush_Ave__Willoughby.jpg,289,7,5
290,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-54_Flatbush_Ave__Willoughby.jpg,290,6,2
291,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-33_Flatbush_Ave__Willoughby.jpg,291,4,2
292,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-30_Flatbush_Ave__Willoughby.jpg,292,5,0
293,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-13_Flatbush_Ave__Willoughby.jpg,293,5,0
294,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-47_Flatbush_Ave__Willoughby.jpg,294,6,1
295,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-38_Flatbush_Ave__Willoughby.jpg,295,4,4
296,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-03_Flatbush_Ave__Willoughby.jpg,296,6,0
297,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-44_Flatbush_Ave__Willoughby.jpg,297,5,3
298,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-12_Flatbush_Ave__Willoughby.jpg,298,6,0
299,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-48_Flatbush_Ave__Willoughby.jpg,299,4,2
300,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-37_Flatbush_Ave__Willoughby.jpg,300,5,0
301,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-31_Flatbush_Ave__Willoughby.jpg,301,6,4
302,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-33_Flatbush_Ave__Willoughby.jpg,302,6,1
303,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-01_Flatbush_Ave__Willoughby.jpg,303,6,2
304,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-14_Flatbush_Ave__Willoughby.jpg,304,7,3
305,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-51_Flatbush_Ave__Willoughby.jpg,305,7,3
306,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-05_Flatbush_Ave__Willoughby.jpg,306,7,1
307,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-19_Flatbush_Ave__Willoughby.jpg,307,8,1
308,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-11_Flatbush_Ave__Willoughby.jpg,308,7,2
309,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-32_Flatbush_Ave__Willoughby.jpg,309,7,1
310,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-24_Flatbush_Ave__Willoughby.jpg,310,8,2
311,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-07_Flatbush_Ave__Willoughby.jpg,311,7,2
312,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-55_Flatbush_Ave__Willoughby.jpg,312,7,0
313,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-08_Flatbush_Ave__Willoughby.jpg,313,7,1
314,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-24_Flatbush_Ave__Willoughby.jpg,314,9,1
315,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-17_Flatbush_Ave__Willoughby.jpg,315,8,2
316,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-17_Flatbush_Ave__Willoughby.jpg,316,10,1
317,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-04_Flatbush_Ave__Willoughby.jpg,317,11,0
318,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-32_Flatbush_Ave__Willoughby.jpg,318,11,1
319,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-57_Flatbush_Ave__Willoughby.jpg,319,12,4
320,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-35_Flatbush_Ave__Willoughby.jpg,320,12,2
321,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-20_Flatbush_Ave__Willoughby.jpg,321,11,4
322,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-52_Flatbush_Ave__Willoughby.jpg,322,11,3
323,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-06_Flatbush_Ave__Willoughby.jpg,323,11,1
324,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-28_Flatbush_Ave__Willoughby.jpg,324,11,2
325,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-39_Flatbush_Ave__Willoughby.jpg,325,9,0
326,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-56_Flatbush_Ave__Willoughby.jpg,326,8,2
327,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-52_Flatbush_Ave__Willoughby.jpg,327,7,2
328,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-26_Flatbush_Ave__Willoughby.jpg,328,7,2
329,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-15_Flatbush_Ave__Willoughby.jpg,329,6,1
330,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-57_Flatbush_Ave__Willoughby.jpg,330,6,2
331,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-37_Flatbush_Ave__Willoughby.jpg,331,6,3
332,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-01_Flatbush_Ave__Willoughby.jpg,332,7,3
333,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-41_Flatbush_Ave__Willoughby.jpg,333,7,0
334,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-22_Flatbush_Ave__Willoughby.jpg,334,8,1
335,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-25_Flatbush_Ave__Willoughby.jpg,335,8,0
336,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-09_Flatbush_Ave__Willoughby.jpg,336,8,1
337,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-42_Flatbush_Ave__Willoughby.jpg,337,8,3
338,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-59_Flatbush_Ave__Willoughby.jpg,338,8,0
339,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-02_Flatbush_Ave__Willoughby.jpg,339,8,2
340,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-02_Flatbush_Ave__Willoughby.jpg,340,8,2
341,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-57_Flatbush_Ave__Willoughby.jpg,341,8,3
342,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-30_Flatbush_Ave__Willoughby.jpg,342,7,1
343,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-53_Flatbush_Ave__Willoughby.jpg,343,8,2
344,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-36_Flatbush_Ave__Willoughby.jpg,344,7,0
345,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-04_Flatbush_Ave__Willoughby.jpg,345,8,0
346,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-42_Flatbush_Ave__Willoughby.jpg,346,7,1
347,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-50_Flatbush_Ave__Willoughby.jpg,347,7,0
348,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-05_Flatbush_Ave__Willoughby.jpg,348,7,0
349,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-47_Flatbush_Ave__Willoughby.jpg,349,6,0
350,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-05_Flatbush_Ave__Willoughby.jpg,350,7,2
351,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-03_Flatbush_Ave__Willoughby.jpg,351,5,1
352,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-15_Flatbush_Ave__Willoughby.jpg,352,5,1
353,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-15_Flatbush_Ave__Willoughby.jpg,353,4,2
354,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-49_Flatbush_Ave__Willoughby.jpg,354,8,0
355,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-45_Flatbush_Ave__Willoughby.jpg,355,8,5
356,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-00_Flatbush_Ave__Willoughby.jpg,356,7,0
357,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-46_Flatbush_Ave__Willoughby.jpg,357,7,1
358,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-33_Flatbush_Ave__Willoughby.jpg,358,7,1
359,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-17_Flatbush_Ave__Willoughby.jpg,359,8,1
360,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-16_Flatbush_Ave__Willoughby.jpg,360,7,2
361,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-22_Flatbush_Ave__Willoughby.jpg,361,7,0
362,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-53_Flatbush_Ave__Willoughby.jpg,362,7,1
363,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-13_Flatbush_Ave__Willoughby.jpg,363,8,2
364,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-00_Flatbush_Ave__Willoughby.jpg,364,7,0
365,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-55_Flatbush_Ave__Willoughby.jpg,365,6,2
366,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-33_Flatbush_Ave__Willoughby.jpg,366,7,3
367,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-42_Flatbush_Ave__Willoughby.jpg,367,7,0
368,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-33_Flatbush_Ave__Willoughby.jpg,368,7,0
369,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-52_Flatbush_Ave__Willoughby.jpg,369,6,1
370,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-49_Flatbush_Ave__Willoughby.jpg,370,7,0
371,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-56_Flatbush_Ave__Willoughby.jpg,371,7,2
372,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-41_Flatbush_Ave__Willoughby.jpg,372,6,3
373,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-27_Flatbush_Ave__Willoughby.jpg,373,6,4
374,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-24_Flatbush_Ave__Willoughby.jpg,374,5,1
375,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-48_Flatbush_Ave__Willoughby.jpg,375,5,2
376,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-34_Flatbush_Ave__Willoughby.jpg,376,5,5
377,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-22_Flatbush_Ave__Willoughby.jpg,377,5,1
378,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-58_Flatbush_Ave__Willoughby.jpg,378,6,0
379,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-49_Flatbush_Ave__Willoughby.jpg,379,6,0
380,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-35_Flatbush_Ave__Willoughby.jpg,380,6,0
381,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-51_Flatbush_Ave__Willoughby.jpg,381,6,0
382,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-17_Flatbush_Ave__Willoughby.jpg,382,6,0
383,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-14_Flatbush_Ave__Willoughby.jpg,383,6,2
384,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-21_Flatbush_Ave__Willoughby.jpg,384,4,6
385,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-46_Flatbush_Ave__Willoughby.jpg,385,5,3
386,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-50_Flatbush_Ave__Willoughby.jpg,386,6,0
387,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-24_Flatbush_Ave__Willoughby.jpg,387,7,1
388,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-30_Flatbush_Ave__Willoughby.jpg,388,7,3
389,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-09_Flatbush_Ave__Willoughby.jpg,389,7,1
390,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-56_Flatbush_Ave__Willoughby.jpg,390,7,1
391,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-59_Flatbush_Ave__Willoughby.jpg,391,8,4
392,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-34_Flatbush_Ave__Willoughby.jpg,392,8,2
393,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-27_Flatbush_Ave__Willoughby.jpg,393,6,0
394,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-05_Flatbush_Ave__Willoughby.jpg,394,7,2
395,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-31_Flatbush_Ave__Willoughby.jpg,395,8,2
396,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-45_Flatbush_Ave__Willoughby.jpg,396,7,3
397,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-32_Flatbush_Ave__Willoughby.jpg,397,7,1
398,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-10_Flatbush_Ave__Willoughby.jpg,398,6,1
399,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-36_Flatbush_Ave__Willoughby.jpg,399,6,4
400,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-32_Flatbush_Ave__Willoughby.jpg,400,5,5
401,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-07_Flatbush_Ave__Willoughby.jpg,401,5,2
402,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-15_Flatbush_Ave__Willoughby.jpg,402,6,0
403,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-43_Flatbush_Ave__Willoughby.jpg,403,7,2
404,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-21_Flatbush_Ave__Willoughby.jpg,404,7,0
405,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-17_Flatbush_Ave__Willoughby.jpg,405,7,3
406,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-08_Flatbush_Ave__Willoughby.jpg,406,6,2
407,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-23_Flatbush_Ave__Willoughby.jpg,407,6,3
408,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-11_Flatbush_Ave__Willoughby.jpg,408,7,2
409,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-49_Flatbush_Ave__Willoughby.jpg,409,7,4
410,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-27_Flatbush_Ave__Willoughby.jpg,410,8,3
411,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-08_Flatbush_Ave__Willoughby.jpg,411,9,0
412,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-44_Flatbush_Ave__Willoughby.jpg,412,9,0
413,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-22_Flatbush_Ave__Willoughby.jpg,413,9,2
414,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-08_Flatbush_Ave__Willoughby.jpg,414,9,3
415,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-04_Flatbush_Ave__Willoughby.jpg,415,9,0
416,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-12_Flatbush_Ave__Willoughby.jpg,416,9,1
417,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-28_Flatbush_Ave__Willoughby.jpg,417,8,1
418,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-12_Flatbush_Ave__Willoughby.jpg,418,8,3
419,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-32_Flatbush_Ave__Willoughby.jpg,419,8,1
420,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-07_Flatbush_Ave__Willoughby.jpg,420,8,1
421,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-59_Flatbush_Ave__Willoughby.jpg,421,7,5
422,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-22_Flatbush_Ave__Willoughby.jpg,422,7,1
423,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-16_Flatbush_Ave__Willoughby.jpg,423,6,4
424,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-16_Flatbush_Ave__Willoughby.jpg,424,6,1
425,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-51_Flatbush_Ave__Willoughby.jpg,425,6,1
426,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-29_Flatbush_Ave__Willoughby.jpg,426,6,0
427,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-09_Flatbush_Ave__Willoughby.jpg,427,6,4
428,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-18_Flatbush_Ave__Willoughby.jpg,428,6,3
429,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-53_Flatbush_Ave__Willoughby.jpg,429,7,1
430,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-01_Flatbush_Ave__Willoughby.jpg,430,7,1
431,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-10_Flatbush_Ave__Willoughby.jpg,431,9,4
432,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-29_Flatbush_Ave__Willoughby.jpg,432,8,4
433,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-00_Flatbush_Ave__Willoughby.jpg,433,8,2
434,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-25_Flatbush_Ave__Willoughby.jpg,434,9,1
435,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-20_Flatbush_Ave__Willoughby.jpg,435,10,1
436,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-59_Flatbush_Ave__Willoughby.jpg,436,9,1
437,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-35_Flatbush_Ave__Willoughby.jpg,437,7,2
438,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-03_Flatbush_Ave__Willoughby.jpg,438,6,2
439,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-13_Flatbush_Ave__Willoughby.jpg,439,5,1
440,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-31_Flatbush_Ave__Willoughby.jpg,440,5,0
441,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-28_Flatbush_Ave__Willoughby.jpg,441,5,0
442,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-45_Flatbush_Ave__Willoughby.jpg,442,4,2
443,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-06_Flatbush_Ave__Willoughby.jpg,443,4,2
444,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-09_Flatbush_Ave__Willoughby.jpg,444,4,0
445,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-38_Flatbush_Ave__Willoughby.jpg,445,4,0
446,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-41_Flatbush_Ave__Willoughby.jpg,446,4,2
447,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-44_Flatbush_Ave__Willoughby.jpg,447,4,1
448,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-43_Flatbush_Ave__Willoughby.jpg,448,5,2
449,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-28_Flatbush_Ave__Willoughby.jpg,449,5,0
450,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-54_Flatbush_Ave__Willoughby.jpg,450,4,0
451,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-30_Flatbush_Ave__Willoughby.jpg,451,5,2
452,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-09_Flatbush_Ave__Willoughby.jpg,452,5,1
453,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-22_Flatbush_Ave__Willoughby.jpg,453,5,3
454,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-37_Flatbush_Ave__Willoughby.jpg,454,4,1
455,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-04_Flatbush_Ave__Willoughby.jpg,455,4,3
456,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-18_Flatbush_Ave__Willoughby.jpg,456,4,3
457,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-19_Flatbush_Ave__Willoughby.jpg,457,5,2
458,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-11_Flatbush_Ave__Willoughby.jpg,458,6,3
459,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-40_Flatbush_Ave__Willoughby.jpg,459,7,1
460,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-37_Flatbush_Ave__Willoughby.jpg,460,7,2
461,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-41_Flatbush_Ave__Willoughby.jpg,461,6,1
462,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-12_Flatbush_Ave__Willoughby.jpg,462,6,1
463,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-19_Flatbush_Ave__Willoughby.jpg,463,7,1
464,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-10_Flatbush_Ave__Willoughby.jpg,464,7,0
