,filename,count,count1,blob_hog_count
41,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-13_Flatbush_Ave__Willoughby.jpg,41,1,4
42,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-18_Flatbush_Ave__Willoughby.jpg,42,1,3
43,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-23_Flatbush_Ave__Willoughby.jpg,43,1,0
44,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-02_Flatbush_Ave__Willoughby.jpg,44,0,1
45,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-06_Flatbush_Ave__Willoughby.jpg,45,0,1
46,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-34_Flatbush_Ave__Willoughby.jpg,46,0,1
47,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-21_Flatbush_Ave__Willoughby.jpg,47,0,0
48,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-04_Flatbush_Ave__Willoughby.jpg,48,0,3
49,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-49_Flatbush_Ave__Willoughby.jpg,49,0,3
50,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-29_Flatbush_Ave__Willoughby.jpg,50,0,1
51,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-30_Flatbush_Ave__Willoughby.jpg,51,1,5
52,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-42_Flatbush_Ave__Willoughby.jpg,52,2,2
53,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-37_Flatbush_Ave__Willoughby.jpg,53,2,0
54,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-36_Flatbush_Ave__Willoughby.jpg,54,1,1
55,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-49_Flatbush_Ave__Willoughby.jpg,55,1,2
56,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-17_Flatbush_Ave__Willoughby.jpg,56,1,0
57,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-43_Flatbush_Ave__Willoughby.jpg,57,1,1
58,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-38_Flatbush_Ave__Willoughby.jpg,58,1,4
59,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-14_Flatbush_Ave__Willoughby.jpg,59,2,0
60,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-26_Flatbush_Ave__Willoughby.jpg,60,2,1
61,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-32_Flatbush_Ave__Willoughby.jpg,61,2,1
62,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-43_Flatbush_Ave__Willoughby.jpg,62,2,1
63,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-06_Flatbush_Ave__Willoughby.jpg,63,2,2
64,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-06_Flatbush_Ave__Willoughby.jpg,64,2,0
65,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-35_Flatbush_Ave__Willoughby.jpg,65,2,0
66,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-29_Flatbush_Ave__Willoughby.jpg,66,2,1
67,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-00_Flatbush_Ave__Willoughby.jpg,67,2,1
68,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-59_Flatbush_Ave__Willoughby.jpg,68,2,0
69,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-08_Flatbush_Ave__Willoughby.jpg,69,3,2
70,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-43_Flatbush_Ave__Willoughby.jpg,70,5,0
71,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-44_Flatbush_Ave__Willoughby.jpg,71,6,4
72,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-21_Flatbush_Ave__Willoughby.jpg,72,6,4
73,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-43_Flatbush_Ave__Willoughby.jpg,73,8,1
74,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-10_Flatbush_Ave__Willoughby.jpg,74,8,1
75,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-00_Flatbush_Ave__Willoughby.jpg,75,8,1
76,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-21_Flatbush_Ave__Willoughby.jpg,76,9,1
77,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-07_Flatbush_Ave__Willoughby.jpg,77,9,0
78,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-48_Flatbush_Ave__Willoughby.jpg,78,9,0
79,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-50_Flatbush_Ave__Willoughby.jpg,79,8,2
80,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-56_Flatbush_Ave__Willoughby.jpg,80,9,2
81,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-29_Flatbush_Ave__Willoughby.jpg,81,9,1
82,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-18_Flatbush_Ave__Willoughby.jpg,82,8,1
83,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-50_Flatbush_Ave__Willoughby.jpg,83,8,1
84,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-16_Flatbush_Ave__Willoughby.jpg,84,8,4
85,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-22_Flatbush_Ave__Willoughby.jpg,85,8,0
86,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-51_Flatbush_Ave__Willoughby.jpg,86,9,0
87,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-33_Flatbush_Ave__Willoughby.jpg,87,9,0
88,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-41_Flatbush_Ave__Willoughby.jpg,88,9,1
89,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-07_Flatbush_Ave__Willoughby.jpg,89,8,0
90,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-38_Flatbush_Ave__Willoughby.jpg,90,8,0
91,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-50_Flatbush_Ave__Willoughby.jpg,91,9,3
92,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-10_Flatbush_Ave__Willoughby.jpg,92,9,3
93,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-40_Flatbush_Ave__Willoughby.jpg,93,8,4
94,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-04_Flatbush_Ave__Willoughby.jpg,94,8,2
95,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-21_Flatbush_Ave__Willoughby.jpg,95,9,0
96,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-32_Flatbush_Ave__Willoughby.jpg,96,9,4
97,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-09_Flatbush_Ave__Willoughby.jpg,97,7,1
98,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-46_Flatbush_Ave__Willoughby.jpg,98,8,0
99,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-06_Flatbush_Ave__Willoughby.jpg,99,10,1
100,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-53_Flatbush_Ave__Willoughby.jpg,100,11,0
101,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-55_Flatbush_Ave__Willoughby.jpg,101,11,1
102,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-20_Flatbush_Ave__Willoughby.jpg,102,9,1
103,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-16_Flatbush_Ave__Willoughby.jpg,103,9,0
104,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-45_Flatbush_Ave__Willoughby.jpg,104,8,2
105,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-05_Flatbush_Ave__Willoughby.jpg,105,8,1
106,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-01_Flatbush_Ave__Willoughby.jpg,106,8,3
107,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-27_Flatbush_Ave__Willoughby.jpg,107,9,3
108,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-13_Flatbush_Ave__Willoughby.jpg,108,9,4
109,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-23_Flatbush_Ave__Willoughby.jpg,109,7,0
110,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-39_Flatbush_Ave__Willoughby.jpg,110,8,3
111,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-18_Flatbush_Ave__Willoughby.jpg,111,9,2
112,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-52_Flatbush_Ave__Willoughby.jpg,112,9,3
113,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-08_Flatbush_Ave__Willoughby.jpg,113,8,4
114,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-25_Flatbush_Ave__Willoughby.jpg,114,7,5
115,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-48_Flatbush_Ave__Willoughby.jpg,115,7,2
116,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-00_Flatbush_Ave__Willoughby.jpg,116,6,2
117,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-09_Flatbush_Ave__Willoughby.jpg,117,6,1
118,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-38_Flatbush_Ave__Willoughby.jpg,118,5,4
119,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-03_Flatbush_Ave__Willoughby.jpg,119,5,0
120,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-08_Flatbush_Ave__Willoughby.jpg,120,6,0
121,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-27_Flatbush_Ave__Willoughby.jpg,121,6,1
122,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-47_Flatbush_Ave__Willoughby.jpg,122,6,1
123,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-17_Flatbush_Ave__Willoughby.jpg,123,6,2
124,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-55_Flatbush_Ave__Willoughby.jpg,124,6,3
125,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-12_Flatbush_Ave__Willoughby.jpg,125,6,1
126,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-39_Flatbush_Ave__Willoughby.jpg,126,6,6
127,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-45_Flatbush_Ave__Willoughby.jpg,127,5,2
128,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-28_Flatbush_Ave__Willoughby.jpg,128,5,1
129,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-31_Flatbush_Ave__Willoughby.jpg,129,6,4
130,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-21_Flatbush_Ave__Willoughby.jpg,130,7,0
131,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-20_Flatbush_Ave__Willoughby.jpg,131,7,4
132,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-18_Flatbush_Ave__Willoughby.jpg,132,8,0
133,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-52_Flatbush_Ave__Willoughby.jpg,133,7,0
134,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-48_Flatbush_Ave__Willoughby.jpg,134,8,0
135,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-26_Flatbush_Ave__Willoughby.jpg,135,6,3
136,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-50_Flatbush_Ave__Willoughby.jpg,136,6,3
137,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-18_Flatbush_Ave__Willoughby.jpg,137,7,1
138,/home/rnam/Documents/ped/data/team500/2016-07-17-13-35-59_Flatbush_Ave__Willoughby.jpg,138,8,0
139,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-59_Flatbush_Ave__Willoughby.jpg,139,9,1
140,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-53_Flatbush_Ave__Willoughby.jpg,140,9,1
141,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-36_Flatbush_Ave__Willoughby.jpg,141,10,2
142,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-02_Flatbush_Ave__Willoughby.jpg,142,10,0
143,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-02_Flatbush_Ave__Willoughby.jpg,143,10,0
144,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-55_Flatbush_Ave__Willoughby.jpg,144,11,0
145,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-59_Flatbush_Ave__Willoughby.jpg,145,13,1
146,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-40_Flatbush_Ave__Willoughby.jpg,146,15,1
147,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-41_Flatbush_Ave__Willoughby.jpg,147,14,4
148,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-14_Flatbush_Ave__Willoughby.jpg,148,16,0
149,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-49_Flatbush_Ave__Willoughby.jpg,149,19,0
150,/home/rnam/Documents/ped/data/team500/2016-07-17-13-35-58_Flatbush_Ave__Willoughby.jpg,150,20,0
151,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-34_Flatbush_Ave__Willoughby.jpg,151,17,3
152,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-47_Flatbush_Ave__Willoughby.jpg,152,16,3
153,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-15_Flatbush_Ave__Willoughby.jpg,153,15,2
154,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-41_Flatbush_Ave__Willoughby.jpg,154,13,2
155,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-57_Flatbush_Ave__Willoughby.jpg,155,15,1
156,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-46_Flatbush_Ave__Willoughby.jpg,156,15,1
157,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-31_Flatbush_Ave__Willoughby.jpg,157,14,1
158,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-05_Flatbush_Ave__Willoughby.jpg,158,12,2
159,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-31_Flatbush_Ave__Willoughby.jpg,159,10,1
160,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-58_Flatbush_Ave__Willoughby.jpg,160,10,0
161,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-44_Flatbush_Ave__Willoughby.jpg,161,10,2
162,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-18_Flatbush_Ave__Willoughby.jpg,162,11,2
163,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-31_Flatbush_Ave__Willoughby.jpg,163,12,0
164,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-19_Flatbush_Ave__Willoughby.jpg,164,12,3
165,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-46_Flatbush_Ave__Willoughby.jpg,165,11,0
166,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-39_Flatbush_Ave__Willoughby.jpg,166,10,2
167,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-13_Flatbush_Ave__Willoughby.jpg,167,10,3
168,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-03_Flatbush_Ave__Willoughby.jpg,168,9,1
169,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-11_Flatbush_Ave__Willoughby.jpg,169,10,4
170,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-24_Flatbush_Ave__Willoughby.jpg,170,9,0
171,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-31_Flatbush_Ave__Willoughby.jpg,171,10,1
172,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-42_Flatbush_Ave__Willoughby.jpg,172,12,1
173,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-26_Flatbush_Ave__Willoughby.jpg,173,12,4
174,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-32_Flatbush_Ave__Willoughby.jpg,174,12,0
175,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-13_Flatbush_Ave__Willoughby.jpg,175,10,2
176,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-26_Flatbush_Ave__Willoughby.jpg,176,10,2
177,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-07_Flatbush_Ave__Willoughby.jpg,177,10,0
178,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-15_Flatbush_Ave__Willoughby.jpg,178,9,2
179,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-02_Flatbush_Ave__Willoughby.jpg,179,8,4
180,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-06_Flatbush_Ave__Willoughby.jpg,180,9,0
181,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-15_Flatbush_Ave__Willoughby.jpg,181,8,0
182,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-37_Flatbush_Ave__Willoughby.jpg,182,9,5
183,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-10_Flatbush_Ave__Willoughby.jpg,183,9,1
184,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-23_Flatbush_Ave__Willoughby.jpg,184,8,1
185,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-54_Flatbush_Ave__Willoughby.jpg,185,9,1
186,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-45_Flatbush_Ave__Willoughby.jpg,186,10,1
187,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-34_Flatbush_Ave__Willoughby.jpg,187,12,0
188,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-16_Flatbush_Ave__Willoughby.jpg,188,12,2
189,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-36_Flatbush_Ave__Willoughby.jpg,189,10,3
190,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-42_Flatbush_Ave__Willoughby.jpg,190,10,3
191,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-57_Flatbush_Ave__Willoughby.jpg,191,10,0
192,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-57_Flatbush_Ave__Willoughby.jpg,192,12,1
193,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-03_Flatbush_Ave__Willoughby.jpg,193,11,0
194,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-47_Flatbush_Ave__Willoughby.jpg,194,12,2
195,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-13_Flatbush_Ave__Willoughby.jpg,195,10,2
196,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-19_Flatbush_Ave__Willoughby.jpg,196,9,2
197,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-24_Flatbush_Ave__Willoughby.jpg,197,8,0
198,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-47_Flatbush_Ave__Willoughby.jpg,198,10,3
199,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-29_Flatbush_Ave__Willoughby.jpg,199,9,1
200,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-55_Flatbush_Ave__Willoughby.jpg,200,10,2
201,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-01_Flatbush_Ave__Willoughby.jpg,201,7,0
202,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-05_Flatbush_Ave__Willoughby.jpg,202,7,0
203,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-23_Flatbush_Ave__Willoughby.jpg,203,6,5
204,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-39_Flatbush_Ave__Willoughby.jpg,204,7,2
205,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-02_Flatbush_Ave__Willoughby.jpg,205,6,1
206,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-19_Flatbush_Ave__Willoughby.jpg,206,7,2
207,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-16_Flatbush_Ave__Willoughby.jpg,207,8,1
208,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-03_Flatbush_Ave__Willoughby.jpg,208,8,3
209,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-39_Flatbush_Ave__Willoughby.jpg,209,8,0
210,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-25_Flatbush_Ave__Willoughby.jpg,210,8,2
211,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-58_Flatbush_Ave__Willoughby.jpg,211,7,1
212,/home/rnam/Documents/ped/data/team500/2016-07-17-13-39-07_Flatbush_Ave__Willoughby.jpg,212,7,5
213,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-20_Flatbush_Ave__Willoughby.jpg,213,7,1
214,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-52_Flatbush_Ave__Willoughby.jpg,214,7,2
215,/home/rnam/Documents/ped/data/team500/2016-07-17-13-38-47_Flatbush_Ave__Willoughby.jpg,215,6,1
216,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-12_Flatbush_Ave__Willoughby.jpg,216,5,3
217,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-56_Flatbush_Ave__Willoughby.jpg,217,5,3
218,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-11_Flatbush_Ave__Willoughby.jpg,218,5,2
219,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-46_Flatbush_Ave__Willoughby.jpg,219,5,1
220,/home/rnam/Documents/ped/data/team500/2016-07-17-13-40-30_Flatbush_Ave__Willoughby.jpg,220,5,2
221,/home/rnam/Documents/ped/data/team500/2016-07-17-13-43-19_Flatbush_Ave__Willoughby.jpg,221,5,3
222,/home/rnam/Documents/ped/data/team500/2016-07-17-13-35-57_Flatbush_Ave__Willoughby.jpg,222,6,1
223,/home/rnam/Documents/ped/data/team500/2016-07-17-13-45-10_Flatbush_Ave__Willoughby.jpg,223,5,1
224,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-47_Flatbush_Ave__Willoughby.jpg,224,4,0
225,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-08_Flatbush_Ave__Willoughby.jpg,225,4,0
226,/home/rnam/Documents/ped/data/team500/2016-07-17-13-44-57_Flatbush_Ave__Willoughby.jpg,226,3,1
227,/home/rnam/Documents/ped/data/team500/2016-07-17-13-42-23_Flatbush_Ave__Willoughby.jpg,227,5,3
228,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-57_Flatbush_Ave__Willoughby.jpg,228,6,3
229,/home/rnam/Documents/ped/data/team500/2016-07-17-13-37-50_Flatbush_Ave__Willoughby.jpg,229,4,4
230,/home/rnam/Documents/ped/data/team500/2016-07-17-13-41-14_Flatbush_Ave__Willoughby.jpg,230,3,1
231,/home/rnam/Documents/ped/data/team500/2016-07-17-13-36-01_Flatbush_Ave__Willoughby.jpg,231,5,1
